origin_datetime,forecast_datetime,horizon_h,temp_forecast_c
2022-12-15 12:00:00+00:00,2022-12-16 22:00:00+00:00,34,-0.8
2022-12-15 12:00:00+00:00,2022-12-16 23:00:00+00:00,35,-4.08
2022-12-15 12:00:00+00:00,2022-12-17 00:00:00+00:00,36,2.66
2022-12-15 12:00:00+00:00,2022-12-17 01:00:00+00:00,37,-3.4
2022-12-15 12:00:00+00:00,2022-12-17 02:00:00+00:00,38,2.0
2022-12-15 12:00:00+00:00,2022-12-17 03:00:00+00:00,39,0.09
2022-12-15 12:00:00+00:00,2022-12-17 04:00:00+00:00,40,-1.79
2022-12-15 12:00:00+00:00,2022-12-17 05:00:00+00:00,41,-0.02
2022-12-15 12:00:00+00:00,2022-12-17 06:00:00+00:00,42,1.77
2022-12-15 12:00:00+00:00,2022-12-17 07:00:00+00:00,43,5.0
2022-12-15 12:00:00+00:00,2022-12-17 08:00:00+00:00,44,8.23
2022-12-15 12:00:00+00:00,2022-12-17 09:00:00+00:00,45,6.05
2022-12-15 12:00:00+00:00,2022-12-17 10:00:00+00:00,46,2.94
2022-12-15 12:00:00+00:00,2022-12-17 11:00:00+00:00,47,8.52
2022-12-15 12:00:00+00:00,2022-12-17 12:00:00+00:00,48,14.04
2022-12-16 00:00:00+00:00,2022-12-16 01:00:00+00:00,1,-0.45
2022-12-16 00:00:00+00:00,2022-12-16 02:00:00+00:00,2,-1.85
2022-12-16 00:00:00+00:00,2022-12-16 03:00:00+00:00,3,-1.35
2022-12-16 00:00:00+00:00,2022-12-16 04:00:00+00:00,4,-1.15
2022-12-16 00:00:00+00:00,2022-12-16 05:00:00+00:00,5,-0.47
2022-12-16 00:00:00+00:00,2022-12-16 06:00:00+00:00,6,-0.15
2022-12-16 00:00:00+00:00,2022-12-16 07:00:00+00:00,7,1.78
2022-12-16 00:00:00+00:00,2022-12-16 08:00:00+00:00,8,1.62
2022-12-16 00:00:00+00:00,2022-12-16 09:00:00+00:00,9,0.82
2022-12-16 00:00:00+00:00,2022-12-16 10:00:00+00:00,10,2.23
2022-12-16 00:00:00+00:00,2022-12-16 11:00:00+00:00,11,3.25
2022-12-16 00:00:00+00:00,2022-12-16 12:00:00+00:00,12,6.41
2022-12-16 00:00:00+00:00,2022-12-16 13:00:00+00:00,13,7.66
2022-12-16 00:00:00+00:00,2022-12-16 14:00:00+00:00,14,8.54
2022-12-16 00:00:00+00:00,2022-12-16 15:00:00+00:00,15,7.44
2022-12-16 00:00:00+00:00,2022-12-16 16:00:00+00:00,16,6.05
2022-12-16 00:00:00+00:00,2022-12-16 17:00:00+00:00,17,3.06
2022-12-16 00:00:00+00:00,2022-12-16 18:00:00+00:00,18,4.06
2022-12-16 00:00:00+00:00,2022-12-16 19:00:00+00:00,19,7.39
2022-12-16 00:00:00+00:00,2022-12-16 20:00:00+00:00,20,5.53
2022-12-16 00:00:00+00:00,2022-12-16 21:00:00+00:00,21,1.85
2022-12-16 00:00:00+00:00,2022-12-16 22:00:00+00:00,22,2.06
2022-12-16 00:00:00+00:00,2022-12-16 23:00:00+00:00,23,1.19
2022-12-16 00:00:00+00:00,2022-12-17 00:00:00+00:00,24,4.76
2022-12-16 00:00:00+00:00,2022-12-17 01:00:00+00:00,25,0.64
2022-12-16 00:00:00+00:00,2022-12-17 02:00:00+00:00,26,3.97
2022-12-16 00:00:00+00:00,2022-12-17 03:00:00+00:00,27,-0.06
2022-12-16 00:00:00+00:00,2022-12-17 04:00:00+00:00,28,0.29
2022-12-16 00:00:00+00:00,2022-12-17 05:00:00+00:00,29,-0.64
2022-12-16 00:00:00+00:00,2022-12-17 06:00:00+00:00,30,0.64
2022-12-16 00:00:00+00:00,2022-12-17 07:00:00+00:00,31,1.6
2022-12-16 00:00:00+00:00,2022-12-17 08:00:00+00:00,32,4.47
2022-12-16 00:00:00+00:00,2022-12-17 09:00:00+00:00,33,3.32
2022-12-16 00:00:00+00:00,2022-12-17 10:00:00+00:00,34,1.39
2022-12-16 00:00:00+00:00,2022-12-17 11:00:00+00:00,35,4.16
2022-12-16 00:00:00+00:00,2022-12-17 12:00:00+00:00,36,9.93
2022-12-16 00:00:00+00:00,2022-12-17 13:00:00+00:00,37,7.3
2022-12-16 00:00:00+00:00,2022-12-17 14:00:00+00:00,38,5.0
2022-12-16 00:00:00+00:00,2022-12-17 15:00:00+00:00,39,8.35
2022-12-16 00:00:00+00:00,2022-12-17 16:00:00+00:00,40,6.11
2022-12-16 00:00:00+00:00,2022-12-17 17:00:00+00:00,41,0.07
2022-12-16 00:00:00+00:00,2022-12-17 18:00:00+00:00,42,2.31
2022-12-16 00:00:00+00:00,2022-12-17 19:00:00+00:00,43,1.33
2022-12-16 00:00:00+00:00,2022-12-17 20:00:00+00:00,44,8.11
2022-12-16 00:00:00+00:00,2022-12-17 21:00:00+00:00,45,1.05
2022-12-16 00:00:00+00:00,2022-12-17 22:00:00+00:00,46,0.8
2022-12-16 00:00:00+00:00,2022-12-17 23:00:00+00:00,47,-1.82
2022-12-16 00:00:00+00:00,2022-12-18 00:00:00+00:00,48,3.0
2022-12-16 12:00:00+00:00,2022-12-16 13:00:00+00:00,1,6.73
2022-12-16 12:00:00+00:00,2022-12-16 14:00:00+00:00,2,7.52
2022-12-16 12:00:00+00:00,2022-12-16 15:00:00+00:00,3,8.19
2022-12-16 12:00:00+00:00,2022-12-16 16:00:00+00:00,4,6.96
2022-12-16 12:00:00+00:00,2022-12-16 17:00:00+00:00,5,5.5
2022-12-16 12:00:00+00:00,2022-12-16 18:00:00+00:00,6,5.29
2022-12-16 12:00:00+00:00,2022-12-16 19:00:00+00:00,7,4.37
2022-12-16 12:00:00+00:00,2022-12-16 20:00:00+00:00,8,4.77
2022-12-16 12:00:00+00:00,2022-12-16 21:00:00+00:00,9,2.01
2022-12-16 12:00:00+00:00,2022-12-16 22:00:00+00:00,10,2.76
2022-12-16 12:00:00+00:00,2022-12-16 23:00:00+00:00,11,-2.17
2022-12-16 12:00:00+00:00,2022-12-17 00:00:00+00:00,12,0.14
2022-12-16 12:00:00+00:00,2022-12-17 01:00:00+00:00,13,-1.12
2022-12-16 12:00:00+00:00,2022-12-17 02:00:00+00:00,14,1.2
2022-12-16 12:00:00+00:00,2022-12-17 03:00:00+00:00,15,0.82
2022-12-16 12:00:00+00:00,2022-12-17 04:00:00+00:00,16,0.16
2022-12-16 12:00:00+00:00,2022-12-17 05:00:00+00:00,17,1.93
2022-12-16 12:00:00+00:00,2022-12-17 06:00:00+00:00,18,1.38
2022-12-16 12:00:00+00:00,2022-12-17 07:00:00+00:00,19,1.82
2022-12-16 12:00:00+00:00,2022-12-17 08:00:00+00:00,20,2.71
2022-12-16 12:00:00+00:00,2022-12-17 09:00:00+00:00,21,4.13
2022-12-16 12:00:00+00:00,2022-12-17 10:00:00+00:00,22,4.26
2022-12-16 12:00:00+00:00,2022-12-17 11:00:00+00:00,23,5.09
2022-12-16 12:00:00+00:00,2022-12-17 12:00:00+00:00,24,2.82
2022-12-16 12:00:00+00:00,2022-12-17 13:00:00+00:00,25,5.0
2022-12-16 12:00:00+00:00,2022-12-17 14:00:00+00:00,26,6.56
2022-12-16 12:00:00+00:00,2022-12-17 15:00:00+00:00,27,3.4
2022-12-16 12:00:00+00:00,2022-12-17 16:00:00+00:00,28,9.56
2022-12-16 12:00:00+00:00,2022-12-17 17:00:00+00:00,29,8.15
2022-12-16 12:00:00+00:00,2022-12-17 18:00:00+00:00,30,3.1
2022-12-16 12:00:00+00:00,2022-12-17 19:00:00+00:00,31,6.14
2022-12-16 12:00:00+00:00,2022-12-17 20:00:00+00:00,32,-0.55
2022-12-16 12:00:00+00:00,2022-12-17 21:00:00+00:00,33,5.81
2022-12-16 12:00:00+00:00,2022-12-17 22:00:00+00:00,34,4.74
2022-12-16 12:00:00+00:00,2022-12-17 23:00:00+00:00,35,2.03
2022-12-16 12:00:00+00:00,2022-12-18 00:00:00+00:00,36,-0.3
2022-12-16 12:00:00+00:00,2022-12-18 01:00:00+00:00,37,2.35
2022-12-16 12:00:00+00:00,2022-12-18 02:00:00+00:00,38,4.84
2022-12-16 12:00:00+00:00,2022-12-18 03:00:00+00:00,39,5.52
2022-12-16 12:00:00+00:00,2022-12-18 04:00:00+00:00,40,2.82
2022-12-16 12:00:00+00:00,2022-12-18 05:00:00+00:00,41,4.15
2022-12-16 12:00:00+00:00,2022-12-18 06:00:00+00:00,42,5.78
2022-12-16 12:00:00+00:00,2022-12-18 07:00:00+00:00,43,5.49
2022-12-16 12:00:00+00:00,2022-12-18 08:00:00+00:00,44,13.81
2022-12-16 12:00:00+00:00,2022-12-18 09:00:00+00:00,45,6.32
2022-12-16 12:00:00+00:00,2022-12-18 10:00:00+00:00,46,11.84
2022-12-16 12:00:00+00:00,2022-12-18 11:00:00+00:00,47,3.91
2022-12-16 12:00:00+00:00,2022-12-18 12:00:00+00:00,48,4.8
2022-12-17 00:00:00+00:00,2022-12-17 01:00:00+00:00,1,-0.15
2022-12-17 00:00:00+00:00,2022-12-17 02:00:00+00:00,2,-0.39
2022-12-17 00:00:00+00:00,2022-12-17 03:00:00+00:00,3,-0.47
2022-12-17 00:00:00+00:00,2022-12-17 04:00:00+00:00,4,-0.11
2022-12-17 00:00:00+00:00,2022-12-17 05:00:00+00:00,5,0.43
2022-12-17 00:00:00+00:00,2022-12-17 06:00:00+00:00,6,1.63
2022-12-17 00:00:00+00:00,2022-12-17 07:00:00+00:00,7,1.07
2022-12-17 00:00:00+00:00,2022-12-17 08:00:00+00:00,8,2.31
2022-12-17 00:00:00+00:00,2022-12-17 09:00:00+00:00,9,3.17
2022-12-17 00:00:00+00:00,2022-12-17 10:00:00+00:00,10,2.91
2022-12-17 00:00:00+00:00,2022-12-17 11:00:00+00:00,11,5.9
2022-12-17 00:00:00+00:00,2022-12-17 12:00:00+00:00,12,6.33
2022-12-17 00:00:00+00:00,2022-12-17 13:00:00+00:00,13,7.31
2022-12-17 00:00:00+00:00,2022-12-17 14:00:00+00:00,14,5.86
2022-12-17 00:00:00+00:00,2022-12-17 15:00:00+00:00,15,9.62
2022-12-17 00:00:00+00:00,2022-12-17 16:00:00+00:00,16,6.27
2022-12-17 00:00:00+00:00,2022-12-17 17:00:00+00:00,17,5.58
2022-12-17 00:00:00+00:00,2022-12-17 18:00:00+00:00,18,8.5
2022-12-17 00:00:00+00:00,2022-12-17 19:00:00+00:00,19,5.47
2022-12-17 00:00:00+00:00,2022-12-17 20:00:00+00:00,20,5.34
2022-12-17 00:00:00+00:00,2022-12-17 21:00:00+00:00,21,4.68
2022-12-17 00:00:00+00:00,2022-12-17 22:00:00+00:00,22,4.01
2022-12-17 00:00:00+00:00,2022-12-17 23:00:00+00:00,23,-0.09
2022-12-17 00:00:00+00:00,2022-12-18 00:00:00+00:00,24,1.83
2022-12-17 00:00:00+00:00,2022-12-18 01:00:00+00:00,25,3.36
2022-12-17 00:00:00+00:00,2022-12-18 02:00:00+00:00,26,0.7
2022-12-17 00:00:00+00:00,2022-12-18 03:00:00+00:00,27,2.52
2022-12-17 00:00:00+00:00,2022-12-18 04:00:00+00:00,28,3.33
2022-12-17 00:00:00+00:00,2022-12-18 05:00:00+00:00,29,-0.2
2022-12-17 00:00:00+00:00,2022-12-18 06:00:00+00:00,30,3.23
2022-12-17 00:00:00+00:00,2022-12-18 07:00:00+00:00,31,5.96
2022-12-17 00:00:00+00:00,2022-12-18 08:00:00+00:00,32,5.79
2022-12-17 00:00:00+00:00,2022-12-18 09:00:00+00:00,33,7.47
2022-12-17 00:00:00+00:00,2022-12-18 10:00:00+00:00,34,7.56
2022-12-17 00:00:00+00:00,2022-12-18 11:00:00+00:00,35,2.46
2022-12-17 00:00:00+00:00,2022-12-18 12:00:00+00:00,36,4.31
2022-12-17 00:00:00+00:00,2022-12-18 13:00:00+00:00,37,8.59
2022-12-17 00:00:00+00:00,2022-12-18 14:00:00+00:00,38,12.29
2022-12-17 00:00:00+00:00,2022-12-18 15:00:00+00:00,39,11.62
2022-12-17 00:00:00+00:00,2022-12-18 16:00:00+00:00,40,3.53
2022-12-17 00:00:00+00:00,2022-12-18 17:00:00+00:00,41,4.86
2022-12-17 00:00:00+00:00,2022-12-18 18:00:00+00:00,42,7.29
2022-12-17 00:00:00+00:00,2022-12-18 19:00:00+00:00,43,10.8
2022-12-17 00:00:00+00:00,2022-12-18 20:00:00+00:00,44,7.77
2022-12-17 00:00:00+00:00,2022-12-18 21:00:00+00:00,45,8.07
2022-12-17 00:00:00+00:00,2022-12-18 22:00:00+00:00,46,9.85
2022-12-17 00:00:00+00:00,2022-12-18 23:00:00+00:00,47,7.41
2022-12-17 00:00:00+00:00,2022-12-19 00:00:00+00:00,48,7.47
2022-12-17 12:00:00+00:00,2022-12-17 13:00:00+00:00,1,6.33
2022-12-17 12:00:00+00:00,2022-12-17 14:00:00+00:00,2,6.4
2022-12-17 12:00:00+00:00,2022-12-17 15:00:00+00:00,3,5.82
2022-12-17 12:00:00+00:00,2022-12-17 16:00:00+00:00,4,5.63
2022-12-17 12:00:00+00:00,2022-12-17 17:00:00+00:00,5,6.19
2022-12-17 12:00:00+00:00,2022-12-17 18:00:00+00:00,6,5.55
2022-12-17 12:00:00+00:00,2022-12-17 19:00:00+00:00,7,5.92
2022-12-17 12:00:00+00:00,2022-12-17 20:00:00+00:00,8,5.98
2022-12-17 12:00:00+00:00,2022-12-17 21:00:00+00:00,9,5.21
2022-12-17 12:00:00+00:00,2022-12-17 22:00:00+00:00,10,4.13
2022-12-17 12:00:00+00:00,2022-12-17 23:00:00+00:00,11,3.42
2022-12-17 12:00:00+00:00,2022-12-18 00:00:00+00:00,12,2.28
2022-12-17 12:00:00+00:00,2022-12-18 01:00:00+00:00,13,4.35
2022-12-17 12:00:00+00:00,2022-12-18 02:00:00+00:00,14,2.34
2022-12-17 12:00:00+00:00,2022-12-18 03:00:00+00:00,15,2.65
2022-12-17 12:00:00+00:00,2022-12-18 04:00:00+00:00,16,2.62
2022-12-17 12:00:00+00:00,2022-12-18 05:00:00+00:00,17,4.89
2022-12-17 12:00:00+00:00,2022-12-18 06:00:00+00:00,18,4.43
2022-12-17 12:00:00+00:00,2022-12-18 07:00:00+00:00,19,5.12
2022-12-17 12:00:00+00:00,2022-12-18 08:00:00+00:00,20,8.6
2022-12-17 12:00:00+00:00,2022-12-18 09:00:00+00:00,21,6.12
2022-12-17 12:00:00+00:00,2022-12-18 10:00:00+00:00,22,8.72
2022-12-17 12:00:00+00:00,2022-12-18 11:00:00+00:00,23,9.53
2022-12-17 12:00:00+00:00,2022-12-18 12:00:00+00:00,24,10.01
2022-12-17 12:00:00+00:00,2022-12-18 13:00:00+00:00,25,8.4
2022-12-17 12:00:00+00:00,2022-12-18 14:00:00+00:00,26,7.85
2022-12-17 12:00:00+00:00,2022-12-18 15:00:00+00:00,27,10.1
2022-12-17 12:00:00+00:00,2022-12-18 16:00:00+00:00,28,8.08
2022-12-17 12:00:00+00:00,2022-12-18 17:00:00+00:00,29,6.15
2022-12-17 12:00:00+00:00,2022-12-18 18:00:00+00:00,30,12.7
2022-12-17 12:00:00+00:00,2022-12-18 19:00:00+00:00,31,8.54
2022-12-17 12:00:00+00:00,2022-12-18 20:00:00+00:00,32,7.1
2022-12-17 12:00:00+00:00,2022-12-18 21:00:00+00:00,33,9.39
2022-12-17 12:00:00+00:00,2022-12-18 22:00:00+00:00,34,8.17
2022-12-17 12:00:00+00:00,2022-12-18 23:00:00+00:00,35,4.46
2022-12-17 12:00:00+00:00,2022-12-19 00:00:00+00:00,36,7.46
2022-12-17 12:00:00+00:00,2022-12-19 01:00:00+00:00,37,4.97
2022-12-17 12:00:00+00:00,2022-12-19 02:00:00+00:00,38,5.2
2022-12-17 12:00:00+00:00,2022-12-19 03:00:00+00:00,39,8.25
2022-12-17 12:00:00+00:00,2022-12-19 04:00:00+00:00,40,6.16
2022-12-17 12:00:00+00:00,2022-12-19 05:00:00+00:00,41,13.4
2022-12-17 12:00:00+00:00,2022-12-19 06:00:00+00:00,42,4.44
2022-12-17 12:00:00+00:00,2022-12-19 07:00:00+00:00,43,7.44
2022-12-17 12:00:00+00:00,2022-12-19 08:00:00+00:00,44,9.58
2022-12-17 12:00:00+00:00,2022-12-19 09:00:00+00:00,45,7.7
2022-12-17 12:00:00+00:00,2022-12-19 10:00:00+00:00,46,6.68
2022-12-17 12:00:00+00:00,2022-12-19 11:00:00+00:00,47,13.44
2022-12-17 12:00:00+00:00,2022-12-19 12:00:00+00:00,48,11.91
2022-12-18 00:00:00+00:00,2022-12-18 01:00:00+00:00,1,3.3
2022-12-18 00:00:00+00:00,2022-12-18 02:00:00+00:00,2,2.62
2022-12-18 00:00:00+00:00,2022-12-18 03:00:00+00:00,3,2.6
2022-12-18 00:00:00+00:00,2022-12-18 04:00:00+00:00,4,1.68
2022-12-18 00:00:00+00:00,2022-12-18 05:00:00+00:00,5,3.68
2022-12-18 00:00:00+00:00,2022-12-18 06:00:00+00:00,6,3.2
2022-12-18 00:00:00+00:00,2022-12-18 07:00:00+00:00,7,5.26
2022-12-18 00:00:00+00:00,2022-12-18 08:00:00+00:00,8,5.69
2022-12-18 00:00:00+00:00,2022-12-18 09:00:00+00:00,9,5.68
2022-12-18 00:00:00+00:00,2022-12-18 10:00:00+00:00,10,7.08
2022-12-18 00:00:00+00:00,2022-12-18 11:00:00+00:00,11,5.62
2022-12-18 00:00:00+00:00,2022-12-18 12:00:00+00:00,12,8.57
2022-12-18 00:00:00+00:00,2022-12-18 13:00:00+00:00,13,10.54
2022-12-18 00:00:00+00:00,2022-12-18 14:00:00+00:00,14,10.21
2022-12-18 00:00:00+00:00,2022-12-18 15:00:00+00:00,15,8.29
2022-12-18 00:00:00+00:00,2022-12-18 16:00:00+00:00,16,6.28
2022-12-18 00:00:00+00:00,2022-12-18 17:00:00+00:00,17,5.39
2022-12-18 00:00:00+00:00,2022-12-18 18:00:00+00:00,18,8.5
2022-12-18 00:00:00+00:00,2022-12-18 19:00:00+00:00,19,7.97
2022-12-18 00:00:00+00:00,2022-12-18 20:00:00+00:00,20,8.78
2022-12-18 00:00:00+00:00,2022-12-18 21:00:00+00:00,21,10.35
2022-12-18 00:00:00+00:00,2022-12-18 22:00:00+00:00,22,5.33
2022-12-18 00:00:00+00:00,2022-12-18 23:00:00+00:00,23,6.58
2022-12-18 00:00:00+00:00,2022-12-19 00:00:00+00:00,24,6.75
2022-12-18 00:00:00+00:00,2022-12-19 01:00:00+00:00,25,7.49
2022-12-18 00:00:00+00:00,2022-12-19 02:00:00+00:00,26,4.04
2022-12-18 00:00:00+00:00,2022-12-19 03:00:00+00:00,27,6.45
2022-12-18 00:00:00+00:00,2022-12-19 04:00:00+00:00,28,3.36
2022-12-18 00:00:00+00:00,2022-12-19 05:00:00+00:00,29,-1.14
2022-12-18 00:00:00+00:00,2022-12-19 06:00:00+00:00,30,8.68
2022-12-18 00:00:00+00:00,2022-12-19 07:00:00+00:00,31,4.58
2022-12-18 00:00:00+00:00,2022-12-19 08:00:00+00:00,32,7.9
2022-12-18 00:00:00+00:00,2022-12-19 09:00:00+00:00,33,8.15
2022-12-18 00:00:00+00:00,2022-12-19 10:00:00+00:00,34,7.99
2022-12-18 00:00:00+00:00,2022-12-19 11:00:00+00:00,35,10.39
2022-12-18 00:00:00+00:00,2022-12-19 12:00:00+00:00,36,10.42
2022-12-18 00:00:00+00:00,2022-12-19 13:00:00+00:00,37,7.17
2022-12-18 00:00:00+00:00,2022-12-19 14:00:00+00:00,38,10.39
2022-12-18 00:00:00+00:00,2022-12-19 15:00:00+00:00,39,6.33
2022-12-18 00:00:00+00:00,2022-12-19 16:00:00+00:00,40,7.41
2022-12-18 00:00:00+00:00,2022-12-19 17:00:00+00:00,41,6.94
2022-12-18 00:00:00+00:00,2022-12-19 18:00:00+00:00,42,13.24
2022-12-18 00:00:00+00:00,2022-12-19 19:00:00+00:00,43,12.71
2022-12-18 00:00:00+00:00,2022-12-19 20:00:00+00:00,44,3.93
2022-12-18 00:00:00+00:00,2022-12-19 21:00:00+00:00,45,13.84
2022-12-18 00:00:00+00:00,2022-12-19 22:00:00+00:00,46,2.27
2022-12-18 00:00:00+00:00,2022-12-19 23:00:00+00:00,47,3.59
2022-12-18 00:00:00+00:00,2022-12-20 00:00:00+00:00,48,-2.88
2022-12-18 12:00:00+00:00,2022-12-18 13:00:00+00:00,1,10.16
2022-12-18 12:00:00+00:00,2022-12-18 14:00:00+00:00,2,8.63
2022-12-18 12:00:00+00:00,2022-12-18 15:00:00+00:00,3,9.11
2022-12-18 12:00:00+00:00,2022-12-18 16:00:00+00:00,4,9.83
2022-12-18 12:00:00+00:00,2022-12-18 17:00:00+00:00,5,7.9
2022-12-18 12:00:00+00:00,2022-12-18 18:00:00+00:00,6,10.25
2022-12-18 12:00:00+00:00,2022-12-18 19:00:00+00:00,7,9.23
2022-12-18 12:00:00+00:00,2022-12-18 20:00:00+00:00,8,8.8
2022-12-18 12:00:00+00:00,2022-12-18 21:00:00+00:00,9,7.17
2022-12-18 12:00:00+00:00,2022-12-18 22:00:00+00:00,10,6.5
2022-12-18 12:00:00+00:00,2022-12-18 23:00:00+00:00,11,8.42
2022-12-18 12:00:00+00:00,2022-12-19 00:00:00+00:00,12,4.92
2022-12-18 12:00:00+00:00,2022-12-19 01:00:00+00:00,13,4.61
2022-12-18 12:00:00+00:00,2022-12-19 02:00:00+00:00,14,5.04
2022-12-18 12:00:00+00:00,2022-12-19 03:00:00+00:00,15,6.27
2022-12-18 12:00:00+00:00,2022-12-19 04:00:00+00:00,16,4.93
2022-12-18 12:00:00+00:00,2022-12-19 05:00:00+00:00,17,6.87
2022-12-18 12:00:00+00:00,2022-12-19 06:00:00+00:00,18,6.03
2022-12-18 12:00:00+00:00,2022-12-19 07:00:00+00:00,19,5.1
2022-12-18 12:00:00+00:00,2022-12-19 08:00:00+00:00,20,8.21
2022-12-18 12:00:00+00:00,2022-12-19 09:00:00+00:00,21,6.18
2022-12-18 12:00:00+00:00,2022-12-19 10:00:00+00:00,22,7.59
2022-12-18 12:00:00+00:00,2022-12-19 11:00:00+00:00,23,6.24
2022-12-18 12:00:00+00:00,2022-12-19 12:00:00+00:00,24,11.16
2022-12-18 12:00:00+00:00,2022-12-19 13:00:00+00:00,25,12.17
2022-12-18 12:00:00+00:00,2022-12-19 14:00:00+00:00,26,6.0
2022-12-18 12:00:00+00:00,2022-12-19 15:00:00+00:00,27,7.25
2022-12-18 12:00:00+00:00,2022-12-19 16:00:00+00:00,28,8.6
2022-12-18 12:00:00+00:00,2022-12-19 17:00:00+00:00,29,5.02
2022-12-18 12:00:00+00:00,2022-12-19 18:00:00+00:00,30,6.92
2022-12-18 12:00:00+00:00,2022-12-19 19:00:00+00:00,31,7.54
2022-12-18 12:00:00+00:00,2022-12-19 20:00:00+00:00,32,4.85
2022-12-18 12:00:00+00:00,2022-12-19 21:00:00+00:00,33,7.32
2022-12-18 12:00:00+00:00,2022-12-19 22:00:00+00:00,34,8.2
2022-12-18 12:00:00+00:00,2022-12-19 23:00:00+00:00,35,2.08
2022-12-18 12:00:00+00:00,2022-12-20 00:00:00+00:00,36,2.54
2022-12-18 12:00:00+00:00,2022-12-20 01:00:00+00:00,37,-1.75
2022-12-18 12:00:00+00:00,2022-12-20 02:00:00+00:00,38,2.31
2022-12-18 12:00:00+00:00,2022-12-20 03:00:00+00:00,39,5.49
2022-12-18 12:00:00+00:00,2022-12-20 04:00:00+00:00,40,3.76
2022-12-18 12:00:00+00:00,2022-12-20 05:00:00+00:00,41,-1.52
2022-12-18 12:00:00+00:00,2022-12-20 06:00:00+00:00,42,5.91
2022-12-18 12:00:00+00:00,2022-12-20 07:00:00+00:00,43,5.07
2022-12-18 12:00:00+00:00,2022-12-20 08:00:00+00:00,44,3.82
2022-12-18 12:00:00+00:00,2022-12-20 09:00:00+00:00,45,-0.34
2022-12-18 12:00:00+00:00,2022-12-20 10:00:00+00:00,46,5.21
2022-12-18 12:00:00+00:00,2022-12-20 11:00:00+00:00,47,4.49
2022-12-18 12:00:00+00:00,2022-12-20 12:00:00+00:00,48,10.55
2022-12-19 00:00:00+00:00,2022-12-19 01:00:00+00:00,1,5.34
2022-12-19 00:00:00+00:00,2022-12-19 02:00:00+00:00,2,6.6
2022-12-19 00:00:00+00:00,2022-12-19 03:00:00+00:00,3,7.43
2022-12-19 00:00:00+00:00,2022-12-19 04:00:00+00:00,4,5.32
2022-12-19 00:00:00+00:00,2022-12-19 05:00:00+00:00,5,6.62
2022-12-19 00:00:00+00:00,2022-12-19 06:00:00+00:00,6,6.94
2022-12-19 00:00:00+00:00,2022-12-19 07:00:00+00:00,7,7.25
2022-12-19 00:00:00+00:00,2022-12-19 08:00:00+00:00,8,6.81
2022-12-19 00:00:00+00:00,2022-12-19 09:00:00+00:00,9,9.34
2022-12-19 00:00:00+00:00,2022-12-19 10:00:00+00:00,10,10.33
2022-12-19 00:00:00+00:00,2022-12-19 11:00:00+00:00,11,7.66
2022-12-19 00:00:00+00:00,2022-12-19 12:00:00+00:00,12,8.41
2022-12-19 00:00:00+00:00,2022-12-19 13:00:00+00:00,13,9.3
2022-12-19 00:00:00+00:00,2022-12-19 14:00:00+00:00,14,11.78
2022-12-19 00:00:00+00:00,2022-12-19 15:00:00+00:00,15,9.02
2022-12-19 00:00:00+00:00,2022-12-19 16:00:00+00:00,16,9.25
2022-12-19 00:00:00+00:00,2022-12-19 17:00:00+00:00,17,8.66
2022-12-19 00:00:00+00:00,2022-12-19 18:00:00+00:00,18,7.26
2022-12-19 00:00:00+00:00,2022-12-19 19:00:00+00:00,19,6.68
2022-12-19 00:00:00+00:00,2022-12-19 20:00:00+00:00,20,5.4
2022-12-19 00:00:00+00:00,2022-12-19 21:00:00+00:00,21,5.67
2022-12-19 00:00:00+00:00,2022-12-19 22:00:00+00:00,22,4.37
2022-12-19 00:00:00+00:00,2022-12-19 23:00:00+00:00,23,5.45
2022-12-19 00:00:00+00:00,2022-12-20 00:00:00+00:00,24,4.24
2022-12-19 00:00:00+00:00,2022-12-20 01:00:00+00:00,25,0.04
2022-12-19 00:00:00+00:00,2022-12-20 02:00:00+00:00,26,2.96
2022-12-19 00:00:00+00:00,2022-12-20 03:00:00+00:00,27,3.27
2022-12-19 00:00:00+00:00,2022-12-20 04:00:00+00:00,28,2.51
2022-12-19 00:00:00+00:00,2022-12-20 05:00:00+00:00,29,4.0
2022-12-19 00:00:00+00:00,2022-12-20 06:00:00+00:00,30,2.64
2022-12-19 00:00:00+00:00,2022-12-20 07:00:00+00:00,31,2.93
2022-12-19 00:00:00+00:00,2022-12-20 08:00:00+00:00,32,4.11
2022-12-19 00:00:00+00:00,2022-12-20 09:00:00+00:00,33,6.08
2022-12-19 00:00:00+00:00,2022-12-20 10:00:00+00:00,34,6.33
2022-12-19 00:00:00+00:00,2022-12-20 11:00:00+00:00,35,4.15
2022-12-19 00:00:00+00:00,2022-12-20 12:00:00+00:00,36,6.61
2022-12-19 00:00:00+00:00,2022-12-20 13:00:00+00:00,37,10.59
2022-12-19 00:00:00+00:00,2022-12-20 14:00:00+00:00,38,7.48
2022-12-19 00:00:00+00:00,2022-12-20 15:00:00+00:00,39,7.43
2022-12-19 00:00:00+00:00,2022-12-20 16:00:00+00:00,40,3.3
2022-12-19 00:00:00+00:00,2022-12-20 17:00:00+00:00,41,7.87
2022-12-19 00:00:00+00:00,2022-12-20 18:00:00+00:00,42,5.26
2022-12-19 00:00:00+00:00,2022-12-20 19:00:00+00:00,43,3.42
2022-12-19 00:00:00+00:00,2022-12-20 20:00:00+00:00,44,4.66
2022-12-19 00:00:00+00:00,2022-12-20 21:00:00+00:00,45,3.14
