meter_id,date,kwh
M100183,2023-10-31,12.725
M100183,2023-11-01,10.263
M100183,2023-11-02,5.748
M100183,2023-11-03,9.799
M100183,2023-11-04,8.858
M100183,2023-11-05,6.83
M100183,2023-11-06,14.212
M100183,2023-11-07,8.396
M100183,2023-11-08,9.83
M100183,2023-11-09,6.583
M100183,2023-11-10,10.446
M100183,2023-11-11,9.053
M100183,2023-11-12,11.802
M100183,2023-11-13,13.881
M100183,2023-11-14,15.451
M100183,2023-11-15,6.592
M100183,2023-11-16,16.482
M100183,2023-11-17,6.181
M100183,2023-11-18,7.459
M100183,2023-11-19,12.16
M100183,2023-11-20,11.598
M100183,2023-11-21,10.767
M100183,2023-11-22,9.715
M100183,2023-11-23,8.206
M100183,2023-11-24,11.173
M100183,2023-11-25,11.814
M100183,2023-11-26,10.62
M100183,2023-11-27,10.971
M100183,2023-11-28,9.507
M100183,2023-11-29,13.534
M100183,2023-11-30,12.019
M100183,2023-12-01,9.844
M100183,2023-12-02,9.629
M100183,2023-12-03,13.294
M100183,2023-12-04,12.417
M100183,2023-12-05,8.699
M100183,2023-12-06,7.068
M100183,2023-12-07,9.352
M100183,2023-12-08,11.886
M100183,2023-12-09,8.069
M100183,2023-12-10,7.42
M100183,2023-12-11,11.343
M100183,2023-12-12,11.916
M100183,2023-12-13,17.417
M100183,2023-12-14,11.977
M100183,2023-12-15,12.478
M100183,2023-12-16,15.465
M100183,2023-12-17,4.601
M100183,2023-12-18,8.706
M100183,2023-12-19,9.828
M100183,2023-12-20,13.316
M100183,2023-12-21,11.507
M100183,2023-12-23,7.507
M100183,2023-12-24,11.32
M100183,2023-12-25,7.023
M100183,2023-12-26,12.53
M100183,2023-12-27,10.387
M100183,2023-12-28,8.057
M100183,2023-12-29,6.822
M100183,2023-12-30,9.907
M100183,2023-12-31,15.014
M100184,2023-01-01,5.641
M100184,2023-01-02,5.56
M100184,2023-01-03,6.306
M100184,2023-01-04,8.351
M100184,2023-01-05,8.157
M100184,2023-01-06,6.875
M100184,2023-01-07,7.781
M100184,2023-01-08,7.02
M100184,2023-01-09,6.216
M100184,2023-01-10,6.279
M100184,2023-01-11,5.853
M100184,2023-01-12,4.313
M100184,2023-01-13,6.847
M100184,2023-01-14,6.286
M100184,2023-01-15,5.703
M100184,2023-01-16,7.272
M100184,2023-01-17,4.697
M100184,2023-01-18,7.736
M100184,2023-01-19,5.242
M100184,2023-01-20,5.391
M100184,2023-01-21,8.345
M100184,2023-01-22,8.631
M100184,2023-01-23,7.578
M100184,2023-01-24,8.543
M100184,2023-01-25,7.478
M100184,2023-01-26,9.924
M100184,2023-01-27,7.06
M100184,2023-01-28,5.736
M100184,2023-01-29,5.811
M100184,2023-01-30,6.313
M100184,2023-01-31,6.189
M100184,2023-02-01,7.88
M100184,2023-02-02,6.31
M100184,2023-02-03,6.094
M100184,2023-02-04,6.791
M100184,2023-02-05,6.301
M100184,2023-02-06,6.968
M100184,2023-02-07,9.965
M100184,2023-02-08,9.641
M100184,2023-02-09,7.128
M100184,2023-02-10,7.052
M100184,2023-02-11,8.185
M100184,2023-02-12,4.672
M100184,2023-02-13,4.67
M100184,2023-02-14,6.657
M100184,2023-02-15,9.216
M100184,2023-02-16,4.196
M100184,2023-02-17,10.76
M100184,2023-02-18,7.111
M100184,2023-02-19,6.43
M100184,2023-02-20,4.637
M100184,2023-02-21,5.722
M100184,2023-02-22,8.249
M100184,2023-02-23,7.546
M100184,2023-02-24,5.784
M100184,2023-02-25,8.854
M100184,2023-02-26,8.721
M100184,2023-02-27,7.643
M100184,2023-02-28,6.849
M100184,2023-03-01,6.243
M100184,2023-03-02,6.858
M100184,2023-03-03,9.134
M100184,2023-03-04,10.339
M100184,2023-03-05,7.184
M100184,2023-03-06,12.376
M100184,2023-03-07,7.13
M100184,2023-03-08,12.286
M100184,2023-03-09,6.032
M100184,2023-03-10,9.16
M100184,2023-03-11,6.602
M100184,2023-03-12,7.645
M100184,2023-03-13,6.93
M100184,2023-03-14,4.648
M100184,2023-03-15,8.098
M100184,2023-03-16,6.092
M100184,2023-03-17,8.116
M100184,2023-03-18,4.328
M100184,2023-03-19,5.539
M100184,2023-03-20,5.747
M100184,2023-03-21,6.842
M100184,2023-03-22,5.385
M100184,2023-03-23,3.26
M100184,2023-03-24,5.981
M100184,2023-03-25,5.358
M100184,2023-03-26,3.536
M100184,2023-03-27,6.448
M100184,2023-03-28,7.193
M100184,2023-03-29,6.322
M100184,2023-03-30,5.945
M100184,2023-03-31,6.317
M100184,2023-04-01,6.916
M100184,2023-04-02,8.598
M100184,2023-04-03,8.372
M100184,2023-04-04,5.891
M100184,2023-04-05,6.222
M100184,2023-04-06,5.81
M100184,2023-04-07,7.011
M100184,2023-04-08,4.33
M100184,2023-04-09,5.405
M100184,2023-04-10,5.028
M100184,2023-04-11,4.255
M100184,2023-04-12,4.335
M100184,2023-04-13,3.713
M100184,2023-04-14,7.059
M100184,2023-04-15,8.653
M100184,2023-04-16,8.375
M100184,2023-04-18,5.475
M100184,2023-04-19,4.381
M100184,2023-04-20,5.346
M100184,2023-04-21,5.154
M100184,2023-04-22,3.448
M100184,2023-04-23,4.349
M100184,2023-04-24,5.384
M100184,2023-04-25,3.142
M100184,2023-04-26,5.077
M100184,2023-04-27,2.82
M100184,2023-04-28,3.663
M100184,2023-04-29,3.279
M100184,2023-04-30,3.412
M100184,2023-05-01,2.776
M100184,2023-05-02,5.881
M100184,2023-05-03,6.365
M100184,2023-05-04,2.739
M100184,2023-05-05,4.068
M100184,2023-05-06,6.141
M100184,2023-05-07,4.338
M100184,2023-05-08,5.838
M100184,2023-05-09,5.263
M100184,2023-05-10,7.311
M100184,2023-05-11,6.716
M100184,2023-05-12,4.385
M100184,2023-05-13,6.671
M100184,2023-05-14,5.192
M100184,2023-05-15,3.687
M100184,2023-05-16,4.356
M100184,2023-05-17,3.463
M100184,2023-05-18,6.731
M100184,2023-05-19,4.146
M100184,2023-05-20,3.114
M100184,2023-05-21,5.242
M100184,2023-05-22,5.062
M100184,2023-05-23,7.077
M100184,2023-05-24,5.215
M100184,2023-05-25,3.478
M100184,2023-05-26,5.04
M100184,2023-05-27,4.177
M100184,2023-05-28,3.446
M100184,2023-05-29,4.989
M100184,2023-05-30,4.6
M100184,2023-05-31,3.973
M100184,2023-06-01,3.714
M100184,2023-06-02,2.418
M100184,2023-06-03,6.733
M100184,2023-06-04,3.989
M100184,2023-06-05,3.94
M100184,2023-06-06,3.756
M100184,2023-06-07,3.365
M100184,2023-06-08,5.563
M100184,2023-06-09,2.73
M100184,2023-06-10,3.811
M100184,2023-06-11,4.638
M100184,2023-06-12,5.476
M100184,2023-06-13,4.202
M100184,2023-06-14,3.382
M100184,2023-06-15,4.641
M100184,2023-06-16,3.841
M100184,2023-06-17,3.188
M100184,2023-06-18,4.231
M100184,2023-06-19,4.339
M100184,2023-06-20,3.137
M100184,2023-06-21,2.698
M100184,2023-06-22,2.85
M100184,2023-06-23,2.811
M100184,2023-06-24,2.179
M100184,2023-06-25,2.638
M100184,2023-06-26,4.868
M100184,2023-06-27,3.035
M100184,2023-06-28,3.565
M100184,2023-06-29,3.625
M100184,2023-06-30,3.016
M100184,2023-07-01,4.201
M100184,2023-07-02,3.833
M100184,2023-07-03,3.061
M100184,2023-07-04,5.023
M100184,2023-07-05,3.381
M100184,2023-07-06,2.646
M100184,2023-07-07,6.042
M100184,2023-07-08,4.531
M100184,2023-07-09,3.198
M100184,2023-07-10,5.128
M100184,2023-07-11,2.681
M100184,2023-07-12,1.86
M100184,2023-07-13,2.191
M100184,2023-07-14,3.694
M100184,2023-07-15,3.169
M100184,2023-07-16,3.688
M100184,2023-07-17,3.987
M100184,2023-07-18,4.196
M100184,2023-07-19,3.461
M100184,2023-07-20,2.301
M100184,2023-07-21,3.426
M100184,2023-07-22,3.421
M100184,2023-07-23,3.994
M100184,2023-07-24,5.169
M100184,2023-07-25,3.257
M100184,2023-07-26,3.018
M100184,2023-07-27,5.765
M100184,2023-07-28,5.434
M100184,2023-07-29,4.44
M100184,2023-07-30,4.597
M100184,2023-07-31,2.223
M100184,2023-08-01,3.546
M100184,2023-08-02,2.415
M100184,2023-08-03,3.288
M100184,2023-08-04,4.167
M100184,2023-08-05,3.491
M100184,2023-08-06,4.627
M100184,2023-08-07,3.678
M100184,2023-08-08,3.317
M100184,2023-08-09,4.135
M100184,2023-08-10,4.738
M100184,2023-08-11,2.913
M100184,2023-08-12,6.529
M100184,2023-08-13,2.179
M100184,2023-08-14,2.62
M100184,2023-08-15,3.81
M100184,2023-08-16,3.478
M100184,2023-08-17,5.197
M100184,2023-08-18,3.413
M100184,2023-08-19,4.41
M100184,2023-08-20,3.887
M100184,2023-08-21,3.006
M100184,2023-08-22,4.71
M100184,2023-08-23,3.356
M100184,2023-08-24,3.269
M100184,2023-08-25,3.031
M100184,2023-08-26,4.474
M100184,2023-08-27,3.107
M100184,2023-08-28,2.731
M100184,2023-08-29,6.199
M100184,2023-08-30,3.039
M100184,2023-08-31,3.729
M100184,2023-09-01,2.76
M100184,2023-09-02,5.231
M100184,2023-09-03,4.807
M100184,2023-09-04,2.683
M100184,2023-09-05,2.249
M100184,2023-09-06,3.957
M100184,2023-09-07,4.606
M100184,2023-09-08,4.292
M100184,2023-09-09,4.554
M100184,2023-09-10,3.497
M100184,2023-09-11,2.86
M100184,2023-09-12,2.689
M100184,2023-09-13,3.4
M100184,2023-09-14,6.223
M100184,2023-09-15,3.155
M100184,2023-09-16,3.883
M100184,2023-09-17,5.27
M100184,2023-09-18,7.599
M100184,2023-09-19,5.367
M100184,2023-09-20,3.999
M100184,2023-09-21,3.999
M100184,2023-09-22,4.516
M100184,2023-09-23,4.43
M100184,2023-09-24,5.328
M100184,2023-09-25,5.863
M100184,2023-09-26,5.522
M100184,2023-09-27,5.838
M100184,2023-09-28,3.58
M100184,2023-09-29,7.186
M100184,2023-09-30,4.237
M100184,2023-10-01,3.841
M100184,2023-10-02,3.992
M100184,2023-10-03,3.051
M100184,2023-10-04,7.246
M100184,2023-10-05,4.75
M100184,2023-10-06,5.54
M100184,2023-10-07,6.38
M100184,2023-10-08,4.438
M100184,2023-10-09,6.421
M100184,2023-10-10,2.821
M100184,2023-10-11,4.692
M100184,2023-10-12,3.963
M100184,2023-10-14,3.438
M100184,2023-10-15,5.379
M100184,2023-10-16,5.983
M100184,2023-10-17,3.8
M100184,2023-10-18,3.04
M100184,2023-10-19,4.879
M100184,2023-10-20,7.206
M100184,2023-10-21,7.553
M100184,2023-10-22,6.205
M100184,2023-10-23,9.053
M100184,2023-10-24,4.789
M100184,2023-10-25,7.596
M100184,2023-10-26,5.545
M100184,2023-10-27,6.897
M100184,2023-10-28,6.209
M100184,2023-10-29,7.544
M100184,2023-10-30,3.918
M100184,2023-10-31,6.382
M100184,2023-11-02,5.891
M100184,2023-11-03,10.715
M100184,2023-11-04,4.736
M100184,2023-11-05,3.339
M100184,2023-11-06,4.18
M100184,2023-11-07,5.345
M100184,2023-11-08,6.167
M100184,2023-11-10,5.318
M100184,2023-11-11,6.128
M100184,2023-11-12,7.222
M100184,2023-11-13,4.693
M100184,2023-11-14,5.576
M100184,2023-11-15,7.969
M100184,2023-11-16,3.953
M100184,2023-11-18,5.97
M100184,2023-11-19,5.529
M100184,2023-11-20,4.671
M100184,2023-11-21,3.358
M100184,2023-11-22,5.89
M100184,2023-11-23,6.638
M100184,2023-11-24,7.109
M100184,2023-11-25,4.7
M100184,2023-11-26,7.808
M100184,2023-11-27,8.937
M100184,2023-11-28,9.231
M100184,2023-11-29,7.509
M100184,2023-11-30,7.243
M100184,2023-12-01,10.134
M100184,2023-12-02,8.854
M100184,2023-12-03,5.266
M100184,2023-12-04,5.843
M100184,2023-12-05,6.342
M100184,2023-12-06,4.92
M100184,2023-12-07,4.818
M100184,2023-12-08,6.591
M100184,2023-12-09,7.038
M100184,2023-12-10,6.363
M100184,2023-12-11,6.216
M100184,2023-12-12,4.747
M100184,2023-12-13,5.742
M100184,2023-12-14,6.427
M100184,2023-12-15,6.457
M100184,2023-12-16,4.808
M100184,2023-12-17,7.326
M100184,2023-12-18,4.042
M100184,2023-12-19,4.817
M100184,2023-12-20,9.063
M100184,2023-12-21,5.189
M100184,2023-12-22,4.444
M100184,2023-12-23,6.572
M100184,2023-12-24,7.45
M100184,2023-12-25,5.498
M100184,2023-12-26,8.641
M100184,2023-12-27,6.316
M100184,2023-12-28,6.294
M100184,2023-12-29,10.026
M100184,2023-12-30,7.264
M100184,2023-12-31,4.584
M100185,2023-01-01,14.664
M100185,2023-01-02,8.877
M100185,2023-01-03,6.619
M100185,2023-01-04,10.612
M100185,2023-01-05,5.903
M100185,2023-01-06,5.978
M100185,2023-01-07,9.366
M100185,2023-01-08,4.941
M100185,2023-01-09,10.642
M100185,2023-01-10,7.223
M100185,2023-01-12,9.843
M100185,2023-01-13,13.201
M100185,2023-01-14,7.839
M100185,2023-01-15,12.93
M100185,2023-01-16,8.595
M100185,2023-01-17,10.663
M100185,2023-01-18,7.995
M100185,2023-01-19,9.429
M100185,2023-01-20,9.28
M100185,2023-01-21,8.525
M100185,2023-01-22,4.453
M100185,2023-01-23,8.89
M100185,2023-01-24,8.117
M100185,2023-01-25,6.739
M100185,2023-01-26,5.901
M100185,2023-01-27,10.869
M100185,2023-01-28,6.494
M100185,2023-01-29,7.161
M100185,2023-01-30,5.915
M100185,2023-01-31,11.76
M100185,2023-02-01,8.39
M100185,2023-02-02,7.165
M100185,2023-02-03,6.759
M100185,2023-02-04,8.42
M100185,2023-02-05,7.689
M100185,2023-02-06,5.934
M100185,2023-02-07,10.102
M100185,2023-02-08,4.677
M100185,2023-02-09,5.951
M100185,2023-02-10,9.038
M100185,2023-02-11,10.692
M100185,2023-02-12,5.066
M100185,2023-02-13,8.785
M100185,2023-02-14,7.574
M100185,2023-02-15,9.728
M100185,2023-02-16,7.188
M100185,2023-02-17,7.072
M100185,2023-02-18,9.351
M100185,2023-02-19,12.517
M100185,2023-02-20,6.742
M100185,2023-02-21,7.606
M100185,2023-02-22,8.151
M100185,2023-02-23,11.854
M100185,2023-02-24,7.428
M100185,2023-02-25,8.351
M100185,2023-02-26,8.194
M100185,2023-02-27,8.836
M100185,2023-02-28,5.331
M100185,2023-03-01,8.719
M100185,2023-03-02,5.753
M100185,2023-03-03,4.832
M100185,2023-03-04,7.856
M100185,2023-03-06,8.797
M100185,2023-03-07,8.661
M100185,2023-03-08,7.897
M100185,2023-03-09,9.257
M100185,2023-03-10,8.11
M100185,2023-03-11,9.532
M100185,2023-03-12,9.769
M100185,2023-03-13,9.628
M100185,2023-03-14,7.688
M100185,2023-03-15,6.674
M100185,2023-03-16,10.066
M100185,2023-03-17,7.247
M100185,2023-03-18,10.085
M100185,2023-03-19,5.53
M100185,2023-03-21,9.105
M100185,2023-03-22,6.122
M100185,2023-03-23,6.248
M100185,2023-03-24,5.213
M100185,2023-03-25,6.736
M100185,2023-03-26,9.031
M100185,2023-03-27,6.431
M100185,2023-03-28,5.49
M100185,2023-03-29,8.413
M100185,2023-03-30,4.132
M100185,2023-03-31,7.884
M100185,2023-04-01,6.601
M100185,2023-04-02,5.5
M100185,2023-04-03,6.929
M100185,2023-04-04,5.309
M100185,2023-04-05,7.158
M100185,2023-04-06,6.283
M100185,2023-04-07,6.468
M100185,2023-04-08,7.592
M100185,2023-04-09,4.58
M100185,2023-04-10,6.083
M100185,2023-04-11,8.236
M100185,2023-04-12,6.936
M100185,2023-04-13,6.324
M100185,2023-04-14,6.369
M100185,2023-04-15,5.833
M100185,2023-04-16,6.044
M100185,2023-04-17,5.084
M100185,2023-04-18,4.878
M100185,2023-04-19,5.873
M100185,2023-04-20,4.87
M100185,2023-04-21,6.841
M100185,2023-04-22,7.045
M100185,2023-04-23,7.108
M100185,2023-04-24,7.073
M100185,2023-04-25,5.82
M100185,2023-04-26,8.454
M100185,2023-04-27,4.934
M100185,2023-04-28,4.289
M100185,2023-04-29,6.2
M100185,2023-04-30,8.013
M100185,2023-05-01,6.647
M100185,2023-05-02,4.394
M100185,2023-05-03,4.342
M100185,2023-05-04,6.088
M100185,2023-05-05,4.671
M100185,2023-05-06,4.757
M100185,2023-05-07,10.968
M100185,2023-05-08,6.538
M100185,2023-05-09,4.867
M100185,2023-05-10,5.584
M100185,2023-05-11,5.585
M100185,2023-05-12,5.816
M100185,2023-05-13,8.678
M100185,2023-05-14,7.004
M100185,2023-05-15,10.406
M100185,2023-05-16,5.666
M100185,2023-05-17,3.775
M100185,2023-05-18,2.819
M100185,2023-05-19,4.055
M100185,2023-05-20,3.878
M100185,2023-05-21,6.584
M100185,2023-05-22,6.915
M100185,2023-05-23,4.445
M100185,2023-05-24,4.215
M100185,2023-05-25,3.863
M100185,2023-05-26,5.899
M100185,2023-05-27,3.985
M100185,2023-05-28,5.465
M100185,2023-05-29,4.302
M100185,2023-05-30,5.344
M100185,2023-05-31,4.141
M100185,2023-06-01,2.562
M100185,2023-06-02,5.552
M100185,2023-06-03,3.977
M100185,2023-06-04,4.455
M100185,2023-06-05,4.736
M100185,2023-06-06,6.785
M100185,2023-06-07,6.142
M100185,2023-06-08,3.544
M100185,2023-06-09,4.034
M100185,2023-06-10,4.115
M100185,2023-06-11,3.018
M100185,2023-06-13,3.578
M100185,2023-06-14,3.081
M100185,2023-06-15,3.726
M100185,2023-06-16,3.115
M100185,2023-06-17,4.798
M100185,2023-06-18,3.814
M100185,2023-06-19,4.622
M100185,2023-06-20,4.384
M100185,2023-06-22,2.598
M100185,2023-06-23,3.634
M100185,2023-06-24,5.975
M100185,2023-06-25,2.453
M100185,2023-06-26,4.134
M100185,2023-06-27,3.228
M100185,2023-06-28,4.358
M100185,2023-06-29,4.957
M100185,2023-06-30,5.416
M100185,2023-07-01,4.276
M100185,2023-07-02,3.461
M100185,2023-07-03,1.79
M100185,2023-07-04,4.085
M100185,2023-07-05,3.991
M100185,2023-07-06,5.619
M100185,2023-07-07,4.274
M100185,2023-07-08,4.219
M100185,2023-07-09,4.203
M100185,2023-07-10,4.256
M100185,2023-07-11,4.623
M100185,2023-07-13,2.617
M100185,2023-07-14,4.122
M100185,2023-07-15,3.598
M100185,2023-07-16,3.768
M100185,2023-07-17,6.984
M100185,2023-07-18,6.022
M100185,2023-07-19,2.82
M100185,2023-07-20,4.342
M100185,2023-07-21,2.991
M100185,2023-07-22,3.572
M100185,2023-07-23,5.058
M100185,2023-07-24,3.961
M100185,2023-07-25,4.566
M100185,2023-07-26,2.755
M100185,2023-07-27,4.196
M100185,2023-07-28,3.102
M100185,2023-07-29,3.504
M100185,2023-07-30,3.824
M100185,2023-07-31,5.503
M100185,2023-08-01,4.891
M100185,2023-08-02,3.127
M100185,2023-08-03,4.758
M100185,2023-08-04,5.83
M100185,2023-08-05,3.24
M100185,2023-08-06,6.331
M100185,2023-08-07,4.519
M100185,2023-08-09,3.727
M100185,2023-08-10,2.481
M100185,2023-08-11,5.831
M100185,2023-08-12,5.46
M100185,2023-08-13,2.902
M100185,2023-08-14,3.233
M100185,2023-08-15,4.609
M100185,2023-08-16,3.855
M100185,2023-08-17,4.93
M100185,2023-08-18,3.715
M100185,2023-08-19,4.422
M100185,2023-08-20,4.645
M100185,2023-08-21,3.23
M100185,2023-08-22,4.789
M100185,2023-08-23,3.193
M100185,2023-08-24,4.825
M100185,2023-08-25,3.081
M100185,2023-08-26,3.966
M100185,2023-08-27,5.117
M100185,2023-08-28,3.986
M100185,2023-08-29,6.958
M100185,2023-08-30,6.453
M100185,2023-08-31,4.945
M100185,2023-09-01,9.286
M100185,2023-09-02,3.769
M100185,2023-09-03,4.302
M100185,2023-09-04,6.914
M100185,2023-09-05,3.764
M100185,2023-09-06,3.941
M100185,2023-09-07,4.187
M100185,2023-09-08,4.68
M100185,2023-09-09,4.358
M100185,2023-09-10,5.732
M100185,2023-09-11,5.176
M100185,2023-09-12,3.858
M100185,2023-09-13,6.106
M100185,2023-09-14,5.727
M100185,2023-09-15,5.632
M100185,2023-09-16,4.387
M100185,2023-09-17,5.959
M100185,2023-09-18,5.423
M100185,2023-09-19,4.311
M100185,2023-09-20,6.02
M100185,2023-09-21,5.943
M100185,2023-09-22,5.782
M100185,2023-09-23,7.255
M100185,2023-09-24,4.488
M100185,2023-09-25,9.329
M100185,2023-09-26,4.446
M100185,2023-09-27,5.484
M100185,2023-09-28,4.043
M100185,2023-09-29,4.621
M100185,2023-09-30,2.669
M100185,2023-10-01,5.881
M100185,2023-10-02,5.644
M100185,2023-10-03,5.772
M100185,2023-10-04,5.816
M100185,2023-10-05,7.095
M100185,2023-10-06,6.176
M100185,2023-10-07,4.773
M100185,2023-10-08,3.494
M100185,2023-10-10,6.271
M100185,2023-10-11,4.512
M100185,2023-10-12,7.862
M100185,2023-10-13,4.551
M100185,2023-10-14,9.986
M100185,2023-10-15,4.427
M100185,2023-10-16,6.954
M100185,2023-10-17,5.905
M100185,2023-10-18,8.582
M100185,2023-10-19,7.228
M100185,2023-10-20,8.204
M100185,2023-10-21,6.294
M100185,2023-10-22,4.78
M100185,2023-10-23,7.048
M100185,2023-10-24,7.211
M100185,2023-10-25,7.485
M100185,2023-10-26,7.653
M100185,2023-10-27,5.749
M100185,2023-10-28,11.243
M100185,2023-10-29,7.484
M100185,2023-10-30,7.12
M100185,2023-10-31,7.088
M100185,2023-11-01,4.277
M100185,2023-11-02,4.279
M100185,2023-11-03,5.216
M100185,2023-11-04,5.856
M100185,2023-11-05,6.933
M100185,2023-11-06,6.891
M100185,2023-11-07,6.146
M100185,2023-11-08,5.679
M100185,2023-11-09,4.304
M100185,2023-11-10,11.016
M100185,2023-11-11,9.341
M100185,2023-11-12,6.471
M100185,2023-11-13,8.74
M100185,2023-11-14,6.802
M100185,2023-11-15,5.853
M100185,2023-11-16,5.98
M100185,2023-11-17,7.033
M100185,2023-11-18,8.276
M100185,2023-11-19,5.526
M100185,2023-11-20,10.412
M100185,2023-11-21,8.198
M100185,2023-11-22,3.01
M100185,2023-11-23,4.772
M100185,2023-11-24,4.992
M100185,2023-11-25,8.768
M100185,2023-11-26,7.035
M100185,2023-11-27,5.886
M100185,2023-11-28,7.011
M100185,2023-11-29,10.847
M100185,2023-11-30,8.378
M100185,2023-12-01,5.113
M100185,2023-12-02,6.704
M100185,2023-12-03,12.053
M100185,2023-12-04,6.582
M100185,2023-12-05,8.34
M100185,2023-12-06,5.682
M100185,2023-12-07,6.822
M100185,2023-12-08,5.575
M100185,2023-12-09,5.711
M100185,2023-12-10,7.707
M100185,2023-12-11,7.026
M100185,2023-12-12,6.729
M100185,2023-12-13,9.493
M100185,2023-12-14,7.557
M100185,2023-12-15,5.357
M100185,2023-12-16,8.464
M100185,2023-12-17,6.817
M100185,2023-12-18,10.305
M100185,2023-12-19,6.334
M100185,2023-12-20,4.534
M100185,2023-12-21,4.516
M100185,2023-12-22,8.058
M100185,2023-12-23,7.396
M100185,2023-12-24,12.225
M100185,2023-12-25,6.812
M100185,2023-12-26,7.355
M100185,2023-12-27,8.949
M100185,2023-12-29,9.603
M100185,2023-12-30,11.719
M100185,2023-12-31,9.808
M100186,2023-01-01,8.396
M100186,2023-01-02,7.446
M100186,2023-01-03,14.207
M100186,2023-01-04,9.553
M100186,2023-01-06,9.455
M100186,2023-01-07,8.343
M100186,2023-01-08,7.552
M100186,2023-01-09,8.092
M100186,2023-01-10,7.747
M100186,2023-01-11,8.215
M100186,2023-01-12,6.695
M100186,2023-01-13,4.94
M100186,2023-01-14,9.978
M100186,2023-01-15,10.261
M100186,2023-01-16,6.718
M100186,2023-01-17,8.299
M100186,2023-01-18,7.348
M100186,2023-01-19,10.678
M100186,2023-01-20,10.196
M100186,2023-01-21,6.594
M100186,2023-01-22,10.404
M100186,2023-01-23,8.814
M100186,2023-01-24,8.705
M100186,2023-01-25,11.413
M100186,2023-01-26,12.147
M100186,2023-01-27,8.889
M100186,2023-01-28,5.387
M100186,2023-01-29,15.292
M100186,2023-01-30,7.397
M100186,2023-01-31,10.156
M100186,2023-02-01,8.647
M100186,2023-02-03,7.31
M100186,2023-02-04,10.729
M100186,2023-02-05,6.257
M100186,2023-02-06,11.346
M100186,2023-02-07,9.25
M100186,2023-02-08,6.98
M100186,2023-02-09,6.987
M100186,2023-02-10,7.122
M100186,2023-02-11,10.011
M100186,2023-02-12,7.89
M100186,2023-02-13,7.148
M100186,2023-02-14,9.671
M100186,2023-02-15,11.897
M100186,2023-02-16,14.461
M100186,2023-02-17,9.419
M100186,2023-02-18,11.277
M100186,2023-02-19,11.044
M100186,2023-02-20,12.8
M100186,2023-02-21,10.115
M100186,2023-02-22,6.215
M100186,2023-02-23,12.067
M100186,2023-02-24,9.744
M100186,2023-02-25,10.988
M100186,2023-02-26,7.544
M100186,2023-02-27,7.01
M100186,2023-02-28,7.541
M100186,2023-03-01,9.931
M100186,2023-03-02,9.148
M100186,2023-03-03,9.102
M100186,2023-03-04,7.212
M100186,2023-03-05,5.819
M100186,2023-03-06,10.981
M100186,2023-03-07,7.947
M100186,2023-03-08,5.195
M100186,2023-03-09,7.802
M100186,2023-03-10,7.032
M100186,2023-03-12,5.687
M100186,2023-03-13,11.867
M100186,2023-03-14,8.317
M100186,2023-03-15,8.285
M100186,2023-03-16,9.421
M100186,2023-03-17,6.386
M100186,2023-03-18,11.05
M100186,2023-03-19,10.291
M100186,2023-03-20,10.347
M100186,2023-03-21,9.868
M100186,2023-03-22,9.635
M100186,2023-03-23,7.941
M100186,2023-03-24,7.437
M100186,2023-03-25,9.578
M100186,2023-03-26,4.859
M100186,2023-03-28,8.954
M100186,2023-03-29,10.496
M100186,2023-03-30,6.509
M100186,2023-03-31,5.898
M100186,2023-04-01,6.555
M100186,2023-04-02,10.502
M100186,2023-04-03,7.94
M100186,2023-04-04,7.299
M100186,2023-04-05,6.414
M100186,2023-04-06,10.496
M100186,2023-04-07,8.278
M100186,2023-04-08,10.187
M100186,2023-04-09,8.583
M100186,2023-04-10,7.11
M100186,2023-04-11,5.079
M100186,2023-04-12,5.929
M100186,2023-04-13,5.784
M100186,2023-04-14,4.894
M100186,2023-04-15,13.946
M100186,2023-04-17,5.699
M100186,2023-04-18,10.675
M100186,2023-04-19,7.388
M100186,2023-04-20,7.293
M100186,2023-04-21,6.436
M100186,2023-04-22,7.339
M100186,2023-04-23,5.566
M100186,2023-04-24,6.105
M100186,2023-04-25,5.232
M100186,2023-04-26,6.928
M100186,2023-04-27,8.765
M100186,2023-04-28,5.652
M100186,2023-04-29,5.839
M100186,2023-04-30,6.6
M100186,2023-05-01,5.521
M100186,2023-05-02,6.102
M100186,2023-05-03,5.832
M100186,2023-05-04,9.635
M100186,2023-05-05,6.286
M100186,2023-05-06,5.183
M100186,2023-05-07,7.894
M100186,2023-05-08,5.918
M100186,2023-05-09,4.595
M100186,2023-05-10,4.795
M100186,2023-05-11,4.726
M100186,2023-05-12,7.126
M100186,2023-05-13,5.109
M100186,2023-05-15,3.208
M100186,2023-05-16,4.935
M100186,2023-05-17,5.754
M100186,2023-05-18,7.603
M100186,2023-05-19,3.732
M100186,2023-05-20,4.628
M100186,2023-05-21,4.843
M100186,2023-05-22,5.64
M100186,2023-05-23,7.981
M100186,2023-05-24,4.631
M100186,2023-05-25,6.789
M100186,2023-05-26,4.94
M100186,2023-05-27,5.175
M100186,2023-05-28,5.235
M100186,2023-05-29,5.349
M100186,2023-05-30,7.619
M100186,2023-05-31,4.952
M100186,2023-06-01,4.297
M100186,2023-06-02,4.217
M100186,2023-06-03,4.559
M100186,2023-06-04,3.72
M100186,2023-06-05,3.742
M100186,2023-06-06,5.839
M100186,2023-06-07,5.235
M100186,2023-06-08,5.915
M100186,2023-06-09,4.942
M100186,2023-06-10,7.627
